event_id,customer_id,event_date,event_type,points_change,points_balance,tier,campaign_id,description
LOY00011046,CUST000483,2024-02-27,Points Redeemed,-951,-1370,Bronze,,Event: Points Redeemed
LOY00007988,CUST000484,2022-08-22,Points Earned,291,291,Bronze,CAMP002,Event: Points Earned
LOY00000892,CUST000484,2022-08-29,Points Earned,318,609,Silver,,Event: Points Earned
LOY00006160,CUST000484,2022-09-25,Bonus Points,300,909,Platinum,,Event: Bonus Points
LOY00007527,CUST000485,2022-11-06,Birthday Bonus,410,410,Gold,,Event: Birthday Bonus
LOY00000410,CUST000485,2024-04-19,Points Earned,381,791,Gold,,Event: Points Earned
LOY00009027,CUST000485,2024-06-01,Points Earned,120,911,Bronze,,Event: Points Earned
LOY00007254,CUST000485,2024-12-20,Points Earned,197,1108,Bronze,CAMP019,Event: Points Earned
LOY00006300,CUST000486,2022-07-30,Points Redeemed,-919,-919,Bronze,CAMP014,Event: Points Redeemed
LOY00007902,CUST000486,2022-08-09,Tier Upgraded,0,-919,Bronze,CAMP007,Event: Tier Upgraded
LOY00002607,CUST000486,2023-03-21,Points Earned,35,-884,Bronze,,Event: Points Earned
LOY00008994,CUST000486,2024-01-24,Points Earned,60,-824,Silver,,Event: Points Earned
LOY00004244,CUST000486,2024-02-11,Points Redeemed,-474,-1298,Bronze,CAMP015,Event: Points Redeemed
LOY00008901,CUST000486,2024-12-20,Points Redeemed,-435,-1733,Bronze,,Event: Points Redeemed
LOY00011120,CUST000488,2022-05-20,Points Redeemed,-936,-936,Bronze,,Event: Points Redeemed
LOY00001310,CUST000488,2022-10-22,Points Earned,444,-492,Bronze,CAMP015,Event: Points Earned
LOY00014880,CUST000490,2023-06-24,Points Redeemed,-184,-184,Gold,,Event: Points Redeemed
LOY00008016,CUST000491,2023-03-22,Points Redeemed,-88,-88,Gold,CAMP017,Event: Points Redeemed
LOY00012716,CUST000491,2024-12-04,Points Earned,326,238,Bronze,CAMP009,Event: Points Earned
LOY00006061,CUST000492,2022-04-05,Points Earned,50,50,Silver,CAMP011,Event: Points Earned
LOY00000287,CUST000492,2022-10-19,Points Earned,158,208,Silver,CAMP017,Event: Points Earned
LOY00002651,CUST000492,2022-11-01,Points Redeemed,-635,-427,Gold,,Event: Points Redeemed
LOY00013257,CUST000493,2022-08-17,Points Redeemed,-849,-849,Bronze,,Event: Points Redeemed
LOY00010298,CUST000493,2023-09-10,Bonus Points,214,-635,Bronze,CAMP001,Event: Bonus Points
LOY00013245,CUST000493,2024-09-20,Points Redeemed,-806,-1441,Silver,,Event: Points Redeemed
LOY00014315,CUST000494,2022-02-05,Bonus Points,356,356,Bronze,,Event: Bonus Points
LOY00003680,CUST000494,2022-10-12,Birthday Bonus,244,600,Bronze,CAMP019,Event: Birthday Bonus
LOY00008917,CUST000494,2024-05-09,Points Earned,311,911,Bronze,CAMP004,Event: Points Earned
LOY00002839,CUST000495,2022-05-01,Points Earned,17,17,Bronze,CAMP001,Event: Points Earned
LOY00007371,CUST000495,2022-06-26,Points Earned,386,403,Bronze,,Event: Points Earned
LOY00000371,CUST000495,2024-09-14,Points Earned,334,737,Gold,CAMP008,Event: Points Earned
LOY00002402,CUST000495,2024-10-16,Bonus Points,24,761,Platinum,CAMP015,Event: Bonus Points
LOY00013920,CUST000496,2022-06-26,Points Earned,111,111,Bronze,,Event: Points Earned
LOY00008776,CUST000496,2023-01-13,Points Redeemed,-808,-697,Gold,,Event: Points Redeemed
LOY00001831,CUST000496,2023-07-12,Points Earned,107,-590,Silver,CAMP001,Event: Points Earned
LOY00013480,CUST000496,2024-08-18,Welcome Bonus,462,-128,Gold,,Event: Welcome Bonus
LOY00009321,CUST000497,2023-01-20,Points Earned,218,218,Bronze,,Event: Points Earned
LOY00013624,CUST000498,2023-06-21,Points Earned,346,346,Silver,CAMP003,Event: Points Earned
LOY00012857,CUST000499,2022-08-28,Points Redeemed,-838,-838,Silver,,Event: Points Redeemed
LOY00013285,CUST000499,2023-02-13,Points Earned,300,-538,Bronze,,Event: Points Earned
LOY00004009,CUST000499,2023-09-30,Bonus Points,30,-508,Silver,,Event: Bonus Points
LOY00001395,CUST000500,2022-08-15,Points Earned,118,118,Bronze,CAMP020,Event: Points Earned
LOY00007503,CUST000500,2022-09-02,Points Redeemed,-297,-179,Silver,,Event: Points Redeemed
LOY00009826,CUST000500,2023-07-12,Points Earned,361,182,Silver,,Event: Points Earned
LOY00000101,CUST000501,2022-07-29,Points Redeemed,-876,-876,Gold,CAMP002,Event: Points Redeemed
LOY00008147,CUST000501,2023-12-19,Points Redeemed,-401,-1277,Bronze,,Event: Points Redeemed
LOY00010406,CUST000502,2023-06-02,Points Earned,287,287,Silver,,Event: Points Earned
LOY00014662,CUST000502,2024-02-04,Points Redeemed,-801,-514,Bronze,,Event: Points Redeemed
LOY00003035,CUST000502,2024-03-09,Points Redeemed,-479,-993,Gold,,Event: Points Redeemed
LOY00004142,CUST000503,2022-05-09,Points Earned,474,474,Bronze,,Event: Points Earned
LOY00011347,CUST000503,2022-06-26,Points Redeemed,-706,-232,Gold,CAMP008,Event: Points Redeemed
LOY00012915,CUST000503,2022-08-15,Points Redeemed,-437,-669,Bronze,CAMP007,Event: Points Redeemed
LOY00007197,CUST000503,2023-10-08,Points Earned,167,-502,Gold,CAMP009,Event: Points Earned
LOY00012435,CUST000504,2022-03-28,Points Earned,263,263,Silver,CAMP013,Event: Points Earned
LOY00006261,CUST000504,2024-01-23,Bonus Points,356,619,Gold,,Event: Bonus Points
LOY00007202,CUST000505,2022-09-22,Points Redeemed,-560,-560,Silver,,Event: Points Redeemed
LOY00006193,CUST000505,2023-04-28,Points Earned,241,-319,Bronze,CAMP006,Event: Points Earned
LOY00005078,CUST000505,2023-07-30,Points Earned,63,-256,Bronze,CAMP008,Event: Points Earned
LOY00011825,CUST000507,2022-05-07,Points Redeemed,-271,-271,Bronze,CAMP018,Event: Points Redeemed
LOY00002362,CUST000507,2023-07-19,Birthday Bonus,163,-108,Gold,CAMP003,Event: Birthday Bonus
LOY00003979,CUST000507,2024-07-15,Points Earned,196,88,Silver,CAMP020,Event: Points Earned
LOY00007253,CUST000508,2022-04-14,Points Earned,151,151,Gold,CAMP020,Event: Points Earned
LOY00012231,CUST000508,2022-06-27,Bonus Points,466,617,Silver,,Event: Bonus Points
LOY00008125,CUST000509,2022-08-11,Points Earned,354,354,Gold,,Event: Points Earned
LOY00004708,CUST000509,2023-05-09,Points Earned,66,420,Gold,CAMP006,Event: Points Earned
LOY00005465,CUST000509,2024-05-25,Bonus Points,354,774,Silver,,Event: Bonus Points
LOY00006892,CUST000510,2022-01-11,Points Earned,245,245,Bronze,,Event: Points Earned
LOY00012696,CUST000510,2022-05-08,Referral Bonus,127,372,Silver,CAMP015,Event: Referral Bonus
LOY00013012,CUST000510,2022-08-13,Tier Upgraded,0,372,Bronze,,Event: Tier Upgraded
LOY00008597,CUST000510,2023-10-17,Points Redeemed,-382,-10,Gold,CAMP018,Event: Points Redeemed
LOY00001107,CUST000511,2022-08-14,Bonus Points,32,32,Bronze,CAMP010,Event: Bonus Points
LOY00014290,CUST000511,2024-08-27,Tier Downgraded,0,32,Gold,,Event: Tier Downgraded
LOY00000090,CUST000512,2022-11-28,Points Earned,422,422,Bronze,,Event: Points Earned
LOY00014275,CUST000512,2022-12-10,Points Redeemed,-75,347,Silver,CAMP002,Event: Points Redeemed
LOY00013532,CUST000512,2023-04-10,Tier Downgraded,0,347,Gold,,Event: Tier Downgraded
LOY00004825,CUST000512,2023-04-25,Points Earned,19,366,Gold,CAMP010,Event: Points Earned
LOY00000865,CUST000512,2024-04-27,Bonus Points,189,555,Bronze,,Event: Bonus Points
LOY00009567,CUST000512,2024-12-29,Points Redeemed,-211,344,Silver,CAMP010,Event: Points Redeemed
LOY00013429,CUST000513,2022-05-29,Bonus Points,134,134,Gold,CAMP013,Event: Bonus Points
LOY00002786,CUST000513,2023-10-20,Points Earned,262,396,Bronze,CAMP004,Event: Points Earned
LOY00003906,CUST000513,2023-10-28,Points Earned,442,838,Gold,CAMP006,Event: Points Earned
LOY00012152,CUST000513,2023-10-30,Points Earned,151,989,Silver,,Event: Points Earned
LOY00009361,CUST000513,2024-07-27,Points Earned,101,1090,Silver,CAMP006,Event: Points Earned
LOY00001973,CUST000513,2024-10-03,Points Earned,97,1187,Bronze,CAMP013,Event: Points Earned
LOY00001990,CUST000514,2024-01-13,Points Earned,77,77,Silver,CAMP003,Event: Points Earned
LOY00012249,CUST000514,2024-03-08,Tier Upgraded,0,77,Bronze,CAMP001,Event: Tier Upgraded
LOY00000281,CUST000514,2024-06-12,Welcome Bonus,484,561,Bronze,,Event: Welcome Bonus
LOY00005324,CUST000514,2024-06-26,Referral Bonus,86,647,Bronze,CAMP006,Event: Referral Bonus
LOY00010079,CUST000515,2022-08-14,Bonus Points,29,29,Gold,,Event: Bonus Points
LOY00009704,CUST000515,2023-01-26,Points Redeemed,-444,-415,Bronze,CAMP009,Event: Points Redeemed
LOY00008451,CUST000515,2024-06-09,Points Earned,290,-125,Bronze,,Event: Points Earned
LOY00001283,CUST000515,2024-06-11,Points Earned,331,206,Silver,,Event: Points Earned
LOY00014967,CUST000516,2022-03-03,Points Earned,191,191,Silver,CAMP013,Event: Points Earned
LOY00001224,CUST000516,2022-09-06,Referral Bonus,216,407,Bronze,CAMP020,Event: Referral Bonus
LOY00010170,CUST000517,2023-08-31,Points Redeemed,-431,-431,Bronze,CAMP019,Event: Points Redeemed
LOY00008726,CUST000517,2024-09-03,Points Earned,354,-77,Gold,,Event: Points Earned
LOY00013849,CUST000518,2022-11-12,Bonus Points,206,206,Gold,,Event: Bonus Points
LOY00013338,CUST000518,2023-03-03,Bonus Points,199,405,Silver,,Event: Bonus Points
LOY00000146,CUST000518,2023-09-05,Points Earned,301,706,Gold,,Event: Points Earned
LOY00000519,CUST000518,2024-08-15,Tier Downgraded,0,706,Silver,,Event: Tier Downgraded
LOY00001926,CUST000518,2024-08-30,Points Redeemed,-348,358,Bronze,CAMP009,Event: Points Redeemed
LOY00007372,CUST000519,2022-07-04,Points Earned,160,160,Platinum,,Event: Points Earned
LOY00006644,CUST000519,2023-04-03,Bonus Points,122,282,Silver,CAMP008,Event: Bonus Points
LOY00012821,CUST000519,2024-12-03,Birthday Bonus,215,497,Bronze,CAMP009,Event: Birthday Bonus
LOY00013173,CUST000521,2022-02-06,Points Earned,494,494,Silver,,Event: Points Earned
LOY00001836,CUST000521,2022-11-24,Points Earned,383,877,Silver,,Event: Points Earned
LOY00007288,CUST000521,2023-10-19,Points Earned,77,954,Silver,,Event: Points Earned
LOY00005214,CUST000522,2022-09-05,Points Redeemed,-814,-814,Silver,,Event: Points Redeemed
LOY00006743,CUST000522,2023-10-14,Welcome Bonus,160,-654,Bronze,,Event: Welcome Bonus
LOY00005567,CUST000522,2024-05-03,Bonus Points,96,-558,Silver,CAMP019,Event: Bonus Points
LOY00008943,CUST000523,2023-01-01,Birthday Bonus,327,327,Silver,CAMP003,Event: Birthday Bonus
LOY00005392,CUST000523,2024-10-30,Points Earned,309,636,Bronze,CAMP020,Event: Points Earned
LOY00007814,CUST000523,2024-11-05,Points Redeemed,-474,162,Silver,,Event: Points Redeemed
LOY00011875,CUST000525,2023-01-18,Birthday Bonus,176,176,Silver,CAMP010,Event: Birthday Bonus
LOY00001670,CUST000525,2023-01-31,Tier Upgraded,0,176,Gold,CAMP020,Event: Tier Upgraded
LOY00002563,CUST000525,2024-06-17,Points Earned,391,567,Bronze,CAMP002,Event: Points Earned
LOY00004462,CUST000525,2024-09-02,Points Redeemed,-96,471,Silver,CAMP015,Event: Points Redeemed
LOY00001602,CUST000526,2022-04-25,Points Earned,340,340,Bronze,CAMP008,Event: Points Earned
LOY00009579,CUST000526,2022-08-16,Points Earned,12,352,Silver,,Event: Points Earned
LOY00006663,CUST000526,2023-11-26,Points Earned,26,378,Gold,CAMP010,Event: Points Earned
LOY00011369,CUST000526,2024-07-20,Points Redeemed,-447,-69,Silver,,Event: Points Redeemed
LOY00002893,CUST000526,2024-11-21,Points Earned,340,271,Silver,,Event: Points Earned
LOY00008069,CUST000527,2022-01-31,Points Redeemed,-107,-107,Silver,CAMP007,Event: Points Redeemed
LOY00002921,CUST000527,2022-11-22,Referral Bonus,216,109,Platinum,,Event: Referral Bonus
LOY00008122,CUST000527,2023-08-16,Points Earned,390,499,Platinum,,Event: Points Earned
LOY00002799,CUST000528,2022-01-15,Points Earned,470,470,Silver,CAMP003,Event: Points Earned
LOY00002656,CUST000528,2022-02-15,Points Earned,339,809,Silver,CAMP014,Event: Points Earned
LOY00009348,CUST000528,2022-05-07,Bonus Points,407,1216,Silver,,Event: Bonus Points
LOY00011548,CUST000528,2022-09-23,Bonus Points,86,1302,Silver,CAMP002,Event: Bonus Points
LOY00008503,CUST000528,2023-11-08,Bonus Points,118,1420,Gold,,Event: Bonus Points
LOY00009481,CUST000528,2024-06-29,Referral Bonus,454,1874,Bronze,CAMP019,Event: Referral Bonus
LOY00007250,CUST000529,2022-12-11,Points Earned,11,11,Bronze,CAMP003,Event: Points Earned
LOY00003438,CUST000529,2024-02-09,Points Earned,335,346,Bronze,,Event: Points Earned
LOY00000231,CUST000529,2024-02-26,Bonus Points,126,472,Bronze,CAMP004,Event: Bonus Points
LOY00009660,CUST000530,2023-06-26,Bonus Points,15,15,Silver,,Event: Bonus Points
LOY00005532,CUST000530,2023-07-16,Points Redeemed,-862,-847,Bronze,CAMP005,Event: Points Redeemed
LOY00004587,CUST000530,2024-03-01,Points Earned,37,-810,Bronze,CAMP001,Event: Points Earned
LOY00012879,CUST000530,2024-03-21,Points Redeemed,-201,-1011,Bronze,CAMP005,Event: Points Redeemed
LOY00004351,CUST000530,2024-05-18,Bonus Points,97,-914,Bronze,,Event: Bonus Points
LOY00002518,CUST000530,2024-08-15,Bonus Points,450,-464,Platinum,CAMP017,Event: Bonus Points
LOY00001608,CUST000531,2024-06-01,Bonus Points,215,215,Silver,CAMP014,Event: Bonus Points
LOY00012226,CUST000532,2022-05-21,Points Redeemed,-805,-805,Silver,CAMP018,Event: Points Redeemed
LOY00006251,CUST000532,2023-04-19,Points Earned,363,-442,Silver,,Event: Points Earned
LOY00005035,CUST000533,2023-05-31,Tier Upgraded,0,0,Silver,,Event: Tier Upgraded
LOY00000372,CUST000534,2022-09-13,Points Earned,84,84,Silver,,Event: Points Earned
LOY00003256,CUST000534,2022-09-14,Bonus Points,324,408,Gold,,Event: Bonus Points
LOY00008086,CUST000534,2022-10-23,Points Earned,236,644,Bronze,CAMP001,Event: Points Earned
LOY00014362,CUST000535,2022-08-25,Points Earned,156,156,Silver,CAMP011,Event: Points Earned
LOY00009587,CUST000535,2023-07-12,Points Earned,47,203,Silver,CAMP019,Event: Points Earned
LOY00009177,CUST000535,2023-08-30,Bonus Points,281,484,Bronze,CAMP012,Event: Bonus Points
LOY00001488,CUST000535,2024-12-12,Points Earned,458,942,Bronze,,Event: Points Earned
LOY00012763,CUST000536,2022-02-18,Points Earned,303,303,Bronze,,Event: Points Earned
LOY00012543,CUST000536,2022-07-08,Points Earned,336,639,Bronze,,Event: Points Earned
LOY00014048,CUST000536,2023-03-18,Birthday Bonus,125,764,Platinum,,Event: Birthday Bonus
LOY00009184,CUST000536,2023-07-15,Points Redeemed,-758,6,Silver,CAMP014,Event: Points Redeemed
LOY00001590,CUST000537,2023-08-12,Points Earned,210,210,Platinum,CAMP003,Event: Points Earned
LOY00003782,CUST000537,2023-09-17,Points Redeemed,-152,58,Bronze,,Event: Points Redeemed
LOY00000771,CUST000538,2023-11-07,Points Earned,131,131,Bronze,CAMP008,Event: Points Earned
LOY00013859,CUST000538,2024-07-15,Points Earned,279,410,Silver,,Event: Points Earned
LOY00000816,CUST000539,2022-09-25,Points Redeemed,-324,-324,Gold,CAMP007,Event: Points Redeemed
LOY00003576,CUST000539,2023-01-08,Bonus Points,413,89,Gold,,Event: Bonus Points
LOY00000462,CUST000539,2023-03-10,Points Earned,209,298,Gold,,Event: Points Earned
LOY00009150,CUST000539,2023-05-02,Points Earned,435,733,Bronze,,Event: Points Earned
LOY00000827,CUST000539,2024-05-24,Referral Bonus,213,946,Silver,CAMP013,Event: Referral Bonus
LOY00003609,CUST000539,2024-10-26,Points Earned,417,1363,Bronze,,Event: Points Earned
LOY00004682,CUST000540,2022-04-19,Points Redeemed,-540,-540,Bronze,,Event: Points Redeemed
LOY00003864,CUST000540,2023-03-20,Bonus Points,492,-48,Platinum,CAMP020,Event: Bonus Points
LOY00013874,CUST000541,2023-09-10,Points Redeemed,-991,-991,Gold,,Event: Points Redeemed
LOY00006982,CUST000542,2022-08-16,Bonus Points,469,469,Bronze,,Event: Bonus Points
LOY00002715,CUST000542,2022-08-19,Referral Bonus,347,816,Bronze,,Event: Referral Bonus
LOY00003411,CUST000543,2023-10-06,Points Earned,419,419,Bronze,,Event: Points Earned
LOY00002848,CUST000543,2023-12-11,Points Earned,126,545,Bronze,CAMP007,Event: Points Earned
LOY00000605,CUST000543,2024-07-30,Referral Bonus,212,757,Bronze,CAMP020,Event: Referral Bonus
LOY00002169,CUST000543,2024-08-20,Birthday Bonus,244,1001,Bronze,,Event: Birthday Bonus
LOY00009023,CUST000545,2023-01-13,Points Earned,10,10,Gold,CAMP020,Event: Points Earned
LOY00007737,CUST000546,2022-05-08,Birthday Bonus,286,286,Bronze,,Event: Birthday Bonus
LOY00012217,CUST000546,2023-11-24,Bonus Points,458,744,Platinum,,Event: Bonus Points
LOY00003959,CUST000548,2022-08-19,Points Redeemed,-489,-489,Silver,CAMP009,Event: Points Redeemed
LOY00001239,CUST000548,2024-03-23,Points Redeemed,-654,-1143,Gold,,Event: Points Redeemed
LOY00000058,CUST000548,2024-12-10,Birthday Bonus,306,-837,Silver,CAMP006,Event: Birthday Bonus
LOY00012083,CUST000549,2022-02-03,Points Earned,328,328,Bronze,,Event: Points Earned
LOY00006207,CUST000549,2024-08-26,Tier Upgraded,0,328,Bronze,,Event: Tier Upgraded
LOY00006310,CUST000550,2022-04-06,Points Redeemed,-594,-594,Bronze,CAMP019,Event: Points Redeemed
LOY00007513,CUST000550,2023-04-19,Points Earned,327,-267,Bronze,CAMP001,Event: Points Earned
LOY00013232,CUST000551,2022-03-01,Birthday Bonus,133,133,Silver,CAMP012,Event: Birthday Bonus
LOY00004330,CUST000551,2022-10-06,Points Redeemed,-661,-528,Bronze,CAMP003,Event: Points Redeemed
LOY00008345,CUST000551,2023-05-19,Tier Downgraded,0,-528,Silver,CAMP003,Event: Tier Downgraded
LOY00008624,CUST000551,2023-10-01,Bonus Points,59,-469,Silver,,Event: Bonus Points
LOY00008786,CUST000551,2023-11-24,Birthday Bonus,420,-49,Gold,,Event: Birthday Bonus
LOY00003398,CUST000551,2023-12-10,Birthday Bonus,470,421,Bronze,,Event: Birthday Bonus
LOY00006781,CUST000551,2024-09-15,Bonus Points,79,500,Silver,CAMP009,Event: Bonus Points
LOY00010382,CUST000552,2022-04-20,Bonus Points,469,469,Silver,CAMP019,Event: Bonus Points
LOY00000109,CUST000552,2023-03-16,Bonus Points,443,912,Gold,,Event: Bonus Points
LOY00006187,CUST000553,2022-05-02,Bonus Points,473,473,Gold,,Event: Bonus Points
LOY00014341,CUST000553,2023-01-19,Points Redeemed,-112,361,Gold,,Event: Points Redeemed
LOY00008432,CUST000554,2024-03-05,Points Earned,292,292,Gold,,Event: Points Earned
LOY00010174,CUST000554,2024-05-21,Bonus Points,353,645,Bronze,,Event: Bonus Points
LOY00006050,CUST000555,2022-06-25,Points Redeemed,-76,-76,Bronze,CAMP018,Event: Points Redeemed
LOY00003160,CUST000555,2024-04-25,Bonus Points,472,396,Bronze,,Event: Bonus Points
LOY00010527,CUST000555,2024-06-16,Points Earned,313,709,Bronze,CAMP014,Event: Points Earned
LOY00008848,CUST000555,2024-06-18,Points Redeemed,-783,-74,Bronze,CAMP004,Event: Points Redeemed
LOY00003569,CUST000555,2024-10-26,Points Redeemed,-657,-731,Gold,CAMP006,Event: Points Redeemed
LOY00000778,CUST000556,2022-03-09,Points Earned,422,422,Bronze,,Event: Points Earned
LOY00014388,CUST000556,2022-08-12,Points Redeemed,-652,-230,Bronze,CAMP018,Event: Points Redeemed
LOY00009134,CUST000557,2022-01-28,Points Redeemed,-473,-473,Silver,,Event: Points Redeemed
LOY00002032,CUST000557,2022-07-20,Points Earned,228,-245,Gold,,Event: Points Earned
LOY00007119,CUST000557,2023-12-18,Referral Bonus,441,196,Gold,CAMP006,Event: Referral Bonus
LOY00011088,CUST000557,2024-06-20,Points Earned,337,533,Bronze,,Event: Points Earned
LOY00004980,CUST000558,2022-06-23,Points Earned,433,433,Gold,,Event: Points Earned
LOY00002620,CUST000558,2022-10-28,Points Redeemed,-986,-553,Gold,CAMP005,Event: Points Redeemed
LOY00009377,CUST000558,2023-04-04,Points Redeemed,-207,-760,Silver,,Event: Points Redeemed
LOY00007776,CUST000558,2024-03-25,Points Earned,338,-422,Gold,CAMP015,Event: Points Earned
LOY00003228,CUST000558,2024-09-20,Points Redeemed,-713,-1135,Bronze,,Event: Points Redeemed
LOY00006723,CUST000558,2024-12-28,Points Redeemed,-370,-1505,Bronze,,Event: Points Redeemed
LOY00001043,CUST000559,2022-10-11,Points Earned,435,435,Platinum,CAMP004,Event: Points Earned
LOY00011311,CUST000559,2022-10-21,Points Redeemed,-876,-441,Gold,CAMP012,Event: Points Redeemed
LOY00006018,CUST000559,2024-01-12,Points Redeemed,-732,-1173,Silver,,Event: Points Redeemed
LOY00007638,CUST000559,2024-04-30,Points Earned,73,-1100,Bronze,,Event: Points Earned
LOY00006800,CUST000559,2024-08-17,Points Earned,206,-894,Bronze,CAMP005,Event: Points Earned
LOY00011423,CUST000560,2023-07-27,Points Redeemed,-991,-991,Gold,,Event: Points Redeemed
LOY00013206,CUST000561,2022-10-28,Birthday Bonus,376,376,Bronze,CAMP018,Event: Birthday Bonus
LOY00006305,CUST000561,2023-10-29,Points Earned,410,786,Bronze,CAMP020,Event: Points Earned
LOY00005229,CUST000561,2023-11-19,Bonus Points,96,882,Silver,,Event: Bonus Points
LOY00012095,CUST000561,2023-12-28,Bonus Points,30,912,Bronze,CAMP005,Event: Bonus Points
LOY00003927,CUST000561,2024-12-16,Points Earned,137,1049,Gold,CAMP020,Event: Points Earned
LOY00012017,CUST000562,2022-03-14,Points Earned,308,308,Gold,,Event: Points Earned
LOY00014527,CUST000562,2022-04-07,Points Redeemed,-94,214,Bronze,,Event: Points Redeemed
LOY00013395,CUST000562,2022-05-06,Points Earned,374,588,Silver,,Event: Points Earned
LOY00006221,CUST000562,2024-09-07,Points Earned,249,837,Silver,CAMP012,Event: Points Earned
LOY00005713,CUST000563,2022-05-05,Bonus Points,17,17,Bronze,,Event: Bonus Points
LOY00011339,CUST000563,2024-01-18,Points Earned,367,384,Silver,CAMP020,Event: Points Earned
LOY00009804,CUST000563,2024-11-13,Tier Upgraded,0,384,Silver,CAMP009,Event: Tier Upgraded
LOY00010785,CUST000564,2022-06-06,Bonus Points,258,258,Bronze,CAMP003,Event: Bonus Points
LOY00002068,CUST000565,2023-12-03,Points Redeemed,-581,-581,Bronze,,Event: Points Redeemed
LOY00006353,CUST000566,2022-07-28,Referral Bonus,115,115,Silver,,Event: Referral Bonus
LOY00006617,CUST000566,2024-09-13,Points Redeemed,-804,-689,Silver,,Event: Points Redeemed
LOY00002428,CUST000567,2022-05-18,Bonus Points,445,445,Bronze,CAMP004,Event: Bonus Points
LOY00009036,CUST000567,2023-06-27,Tier Upgraded,0,445,Bronze,CAMP002,Event: Tier Upgraded
LOY00006612,CUST000567,2023-09-20,Points Redeemed,-869,-424,Bronze,CAMP010,Event: Points Redeemed
LOY00005497,CUST000567,2024-01-24,Bonus Points,263,-161,Bronze,CAMP007,Event: Bonus Points
LOY00003581,CUST000567,2024-10-17,Tier Downgraded,0,-161,Gold,,Event: Tier Downgraded
LOY00002891,CUST000568,2022-09-03,Points Redeemed,-486,-486,Bronze,CAMP011,Event: Points Redeemed
LOY00009463,CUST000568,2022-09-20,Bonus Points,123,-363,Silver,,Event: Bonus Points
LOY00008183,CUST000568,2024-02-27,Birthday Bonus,415,52,Bronze,,Event: Birthday Bonus
LOY00008586,CUST000570,2023-02-24,Tier Downgraded,0,0,Bronze,,Event: Tier Downgraded
LOY00010405,CUST000570,2023-04-26,Bonus Points,499,499,Bronze,CAMP008,Event: Bonus Points
LOY00005086,CUST000571,2022-09-11,Points Redeemed,-444,-444,Bronze,CAMP019,Event: Points Redeemed
LOY00005851,CUST000571,2023-09-18,Referral Bonus,117,-327,Silver,,Event: Referral Bonus
LOY00007090,CUST000571,2023-11-10,Points Earned,380,53,Bronze,,Event: Points Earned
LOY00009160,CUST000571,2024-07-27,Points Earned,463,516,Silver,,Event: Points Earned
LOY00014391,CUST000572,2022-01-31,Bonus Points,109,109,Platinum,,Event: Bonus Points
LOY00009937,CUST000573,2022-04-23,Points Earned,270,270,Silver,,Event: Points Earned
LOY00014782,CUST000573,2023-02-06,Points Earned,169,439,Bronze,CAMP010,Event: Points Earned
LOY00005679,CUST000574,2023-08-13,Points Earned,317,317,Bronze,,Event: Points Earned
LOY00014273,CUST000574,2023-09-10,Points Earned,415,732,Bronze,,Event: Points Earned
LOY00012045,CUST000574,2024-07-15,Points Redeemed,-72,660,Silver,,Event: Points Redeemed
LOY00007878,CUST000575,2022-04-28,Points Earned,82,82,Gold,,Event: Points Earned
LOY00004617,CUST000575,2022-07-16,Points Earned,367,449,Silver,,Event: Points Earned
LOY00009672,CUST000575,2023-05-09,Points Redeemed,-809,-360,Silver,,Event: Points Redeemed
LOY00008581,CUST000575,2023-08-11,Points Earned,139,-221,Silver,,Event: Points Earned
LOY00008063,CUST000575,2024-02-22,Points Redeemed,-591,-812,Bronze,CAMP013,Event: Points Redeemed
LOY00008165,CUST000576,2022-10-21,Points Earned,227,227,Bronze,CAMP020,Event: Points Earned
LOY00002797,CUST000576,2023-02-28,Points Earned,124,351,Platinum,CAMP011,Event: Points Earned
LOY00013004,CUST000576,2024-02-23,Referral Bonus,84,435,Bronze,,Event: Referral Bonus
LOY00012673,CUST000576,2024-05-08,Points Earned,494,929,Bronze,CAMP019,Event: Points Earned
LOY00006443,CUST000576,2024-12-12,Birthday Bonus,482,1411,Bronze,CAMP006,Event: Birthday Bonus
LOY00002690,CUST000576,2024-12-31,Referral Bonus,274,1685,Bronze,CAMP012,Event: Referral Bonus
LOY00007300,CUST000578,2022-07-07,Bonus Points,18,18,Gold,CAMP015,Event: Bonus Points
LOY00014807,CUST000578,2022-08-17,Points Redeemed,-921,-903,Silver,,Event: Points Redeemed
LOY00009230,CUST000578,2023-03-09,Points Earned,486,-417,Bronze,CAMP011,Event: Points Earned
LOY00014177,CUST000578,2023-12-27,Points Redeemed,-383,-800,Gold,CAMP011,Event: Points Redeemed
LOY00006224,CUST000578,2024-04-26,Points Redeemed,-487,-1287,Silver,,Event: Points Redeemed
LOY00010067,CUST000578,2024-05-14,Points Redeemed,-545,-1832,Bronze,,Event: Points Redeemed
LOY00011176,CUST000579,2024-08-12,Tier Upgraded,0,0,Silver,CAMP008,Event: Tier Upgraded
LOY00003702,CUST000580,2022-04-21,Points Earned,449,449,Bronze,CAMP004,Event: Points Earned
LOY00007364,CUST000580,2023-04-07,Points Earned,168,617,Silver,,Event: Points Earned
LOY00009108,CUST000580,2024-09-07,Points Redeemed,-613,4,Bronze,CAMP019,Event: Points Redeemed
LOY00001269,CUST000580,2024-11-25,Points Redeemed,-193,-189,Bronze,CAMP002,Event: Points Redeemed
LOY00009458,CUST000581,2022-05-08,Points Redeemed,-152,-152,Bronze,,Event: Points Redeemed
